id,time,proj_id,proj_name,st-addr,contractor,lat,lon,yes_vote,no_vote,comment
482,2018-07-16 00:00:00,F-53-015-8174,"Violet Civet, common palm",6 Northport Plaza,"Botsford, Moore and Corkery",-6.7014461,110.8910556,6886,1873,Maecenas pulvinar lobortis est.
483,2017-08-06 00:00:00,L-01-461-0839,Red Bee-eater (unidentified),76604 Gateway Court,Kozey-Rutherford,52.0990723,18.6045805,6687,3152,Donec semper sapien a libero.
484,2018-04-11 00:00:00,U-18-330-6524,"Blue Turaco, violet-crested",910 Rowland Way,Hand Group,54.815259,53.9992392,5929,3931,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante.
485,2018-05-13 00:00:00,R-72-580-2813,"Blue Snake, eastern indigo",357 Jay Street,McClure and Sons,-8.3647581,123.2162159,6584,7660,Morbi non lectus.
486,2018-11-10 00:00:00,N-33-648-9893,Indigo Long-billed corella,23793 Blue Bill Park Crossing,Ortiz Inc,39.8502497,116.2190658,6515,4666,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo.
487,2018-10-04 00:00:00,T-26-525-9677,Crimson Vicuna,84727 Ludington Pass,Kulas and Sons,13.756986,121.058107,6390,5056,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem.
488,2018-03-18 00:00:00,O-45-454-7865,"Turquoise Weaver, lesser masked",4349 Monument Terrace,"Beier, Schmidt and Casper",47.545979,19.0375319,7485,8045,Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.
489,2019-01-29 00:00:00,Q-08-622-2386,"Puce Lemur, brown",790 Arkansas Court,Grady-Ebert,42.280524,118.928688,2583,6451,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque vestibulum eget vulputate ut ultrices vel augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
490,2017-07-05 00:00:00,W-83-761-9238,"Red Cat, tiger",89852 Bunker Hill Alley,Armstrong Group,31.220367,121.424624,1162,7566,Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.
491,2018-05-25 00:00:00,Q-28-006-4713,Crimson King vulture,65 Kropf Street,Kutch-Reinger,46.3548721,14.7458015,3734,7534,Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
492,2018-03-21 00:00:00,P-74-820-6402,Pink Blue shark,71 Bartelt Road,Gislason and Sons,46.7593351,103.5184746,4730,1830,Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis. Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci.
493,2018-10-10 00:00:00,R-90-352-6282,Red Campo flicker,3 Chive Lane,Conn-Metz,49.0108843,25.8026512,7048,2572,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede malesuada in imperdiet et commodo vulputate justo. In blandit ultrices enim.
494,2017-06-25 00:00:00,S-52-773-8835,"Teal Hornbill, leadbeateri's ground",4279 Farmco Pass,Flatley and Sons,-6.7827104,108.5196028,2386,5312,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.
495,2018-01-28 00:00:00,D-13-298-0098,"Turquoise Gecko, tokay",50888 Blackbird Trail,Hauck-Sporer,35.1002148,-89.8500299,1314,4766,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
496,2017-11-11 00:00:00,I-65-912-4939,Goldenrod African jacana,0 Judy Place,"Thompson, Crona and Feest",55.7443873,37.6001786,4080,5422,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
497,2018-01-20 00:00:00,Z-51-431-9315,"Red Rhea, gray",8372 Prairieview Drive,Conroy LLC,-34.6337798,-58.5541599,1048,3173,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.
498,2018-08-15 00:00:00,D-15-857-6676,"Pink Tarantula, salmon pink bird eater",95311 Twin Pines Road,"Block, Borer and Jacobi",10.7908,124.014,4508,7255,Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero rutrum ac lobortis vel dapibus at diam.
499,2018-11-22 00:00:00,F-21-290-5082,Fuscia Woodrat (unidentified),6 Summer Ridge Hill,Lemke LLC,29.549889,114.833005,2924,278,Donec semper sapien a libero. Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.
500,2018-02-19 00:00:00,T-42-123-5202,Goldenrod Blue crane,013 Boyd Parkway,Bode Inc,-2.0242564,115.5444231,3370,7884,Donec vitae nisi.
501,2018-08-10 00:00:00,Q-75-932-2593,Fuscia Caribou,17895 Pine View Center,Streich LLC,40.637939,69.59436,6442,231,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.
502,2017-11-16 00:00:00,Z-01-988-4101,"Purple Dragon, netted rock",08 Transport Parkway,"Effertz, Deckow and Weimann",3.8144237,-76.247912,6559,6791,Ut at dolor quis odio consequat varius. Integer ac leo.
503,2017-08-15 00:00:00,F-99-180-6157,Indigo Southern black-backed gull,01829 Wayridge Plaza,Bruen Group,23.477539,116.013047,1772,2256,Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.
504,2017-09-02 00:00:00,V-61-748-5588,"Turquoise Deer, white-tailed",86419 Westport Pass,Cartwright-Ferry,-22.9841765,-43.2209394,947,270,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
505,2017-06-17 00:00:00,K-57-979-0676,Yellow Cape wild cat,029 Veith Alley,"Lowe, Swift and Rogahn",-20.9969938,-63.3933089,1631,2872,Morbi quis tortor id nulla ultrices aliquet.
506,2018-01-11 00:00:00,V-93-434-1636,Violet South American meadowlark (unidentified),8 North Park,Rohan and Sons,46.5548251,15.5817763,1264,5318,Duis at velit eu est congue elementum.
507,2018-03-04 00:00:00,N-32-985-8259,"Mauv Stork, saddle-billed",8 Northfield Parkway,Reynolds and Sons,11.5521428,123.1156361,5215,5925,Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.
508,2018-02-13 00:00:00,X-07-725-1907,Orange Little blue penguin,2 Melody Way,"Rohan, Bechtelar and Hintz",-8.0230452,111.4111932,2871,1976,In hac habitasse platea dictumst. Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
509,2019-03-23 00:00:00,C-29-026-6673,"Maroon Snake, carpet",5 1st Trail,Feest Group,-3.5670807,-41.0919197,486,6040,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros viverra eget congue eget semper rutrum nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.
510,2017-06-05 00:00:00,O-48-466-7132,Orange Rock dove,9 Amoth Pass,Rau Group,48.0514345,39.9041695,1770,7872,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.
511,2018-09-08 00:00:00,O-53-092-6277,Khaki Brindled gnu,0259 Quincy Terrace,"Monahan, Corkery and Lynch",45.2977605,2.5135985,2244,6495,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros viverra eget congue eget semper rutrum nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla.
512,2018-04-12 00:00:00,L-55-590-2826,Aquamarine White-browed sparrow weaver,574 Dahle Circle,Turcotte Group,-41.172184,-71.437354,592,6077,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
513,2018-05-07 00:00:00,K-85-827-4686,Red Chestnut weaver,3013 Barby Crossing,"Green, Robel and Barrows",30.789876,103.455954,4418,69,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque vestibulum eget vulputate ut ultrices vel augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
514,2018-11-14 00:00:00,S-06-290-6669,"Red Porcupine, tree",71412 Upham Plaza,Mante Group,20.1566488,-76.947022,7740,4420,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem. Sed sagittis.
515,2018-03-20 00:00:00,M-64-761-4497,"Puce Cockatoo, sulfur-crested",8171 Golf Course Junction,Bayer-Lueilwitz,24.44218,114.938684,5134,5174,Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem. Integer tincidunt ante vel ipsum.
516,2018-06-11 00:00:00,X-04-043-1022,"Turquoise Rattlesnake, dusky",74577 Cherokee Lane,"Fritsch, Crona and Luettgen",44.335532,85.625121,8322,4768,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus.
517,2018-03-13 00:00:00,T-65-465-5347,"Red Snake, buttermilk",16254 Bowman Trail,Trantow Group,-20.3321939,-40.2897153,628,5187,Quisque erat eros viverra eget congue eget semper rutrum nulla. Nunc purus. Phasellus in felis.
518,2018-12-28 00:00:00,R-19-847-1202,"Violet Elephant, african",778 Saint Paul Court,Hane-Dach,56.7478077,37.520581,5945,1898,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
519,2018-01-05 00:00:00,M-14-710-0945,"Red Goose, egyptian",558 Michigan Pass,Heaney-Hauck,7.690466,-5.0390536,7961,6006,Donec dapibus.
520,2017-09-13 00:00:00,L-06-316-4555,Yellow African lion,06403 Southridge Point,"Koch, Huel and Klein",39.1899002,-8.7267845,8634,1597,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
521,2017-11-11 00:00:00,X-71-928-5392,"Turquoise Fox, savanna",659 Novick Street,Shields-Beier,8.2321816,124.602106,7639,3860,Etiam justo.
522,2019-01-03 00:00:00,X-20-420-4634,"Indigo Goose, cape barren",0471 Kings Road,Hodkiewicz and Sons,-26.1585157,27.7685887,5883,3312,Praesent blandit. Nam nulla. Integer pede justo lacinia eget tincidunt eget tempus vel pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.
523,2017-07-01 00:00:00,N-13-068-5503,Purple Great kiskadee,866 Saint Paul Point,Orn and Sons,-7.116667,111.716667,6371,7941,Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Etiam vel augue.
524,2019-03-31 00:00:00,J-41-461-6529,Puce Vine snake (unidentified),07364 Sherman Court,Balistreri LLC,24.7135517,46.6752957,7429,329,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
525,2019-06-15 00:00:00,Z-69-720-9284,Indigo Potoroo,810 Fulton Alley,Kub-Keeling,39.7298157,-7.0865116,8513,5913,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
526,2018-12-04 00:00:00,P-21-183-7453,"Fuscia Stork, greater adjutant",62 Park Meadow Park,"Heathcote, Rice and Sanford",28.8828809,118.4675515,323,2993,Donec odio justo sollicitudin ut suscipit a feugiat et eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.
527,2018-12-20 00:00:00,H-03-283-6664,Teal Black swan,1 Rusk Junction,Heller-Price,32.78398,36.47696,2799,1997,Maecenas leo odio condimentum id luctus nec molestie sed justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
528,2018-09-04 00:00:00,Y-23-583-7192,Red Green vine snake,81874 Morrow Street,Conroy-Hauck,-24.2530306,-49.7106625,3553,5741,Integer pede justo lacinia eget tincidunt eget tempus vel pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.
529,2017-08-25 00:00:00,M-95-116-0401,Orange White-headed vulture,14259 Duke Avenue,Kautzer-Monahan,23.020673,113.751799,5932,3246,Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
530,2017-07-04 00:00:00,B-40-921-5046,"Turquoise Meerkat, red",4 Atwood Park,"Cassin, Gusikowski and Shields",41.8822489,-87.7221872,225,3665,Donec vitae nisi. Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero rutrum ac lobortis vel dapibus at diam.
531,2017-10-21 00:00:00,E-10-484-8099,Crimson Frog (unidentified),2766 Vermont Road,"Kub, Eichmann and Lindgren",42.9506191,143.1041325,6567,6061,Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.
532,2018-04-12 00:00:00,V-92-285-8978,"Goldenrod Catfish, blue",0 Drewry Drive,Parisian-Medhurst,67.1466984,-178.7494469,7857,2300,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.
533,2017-10-05 00:00:00,G-06-753-1182,Blue Lapwing (unidentified),908 Cody Alley,Gutkowski-Cronin,8.1104639,-67.6095967,2211,842,Donec semper sapien a libero. Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.
534,2018-01-04 00:00:00,Y-47-973-4173,"Goldenrod Waxbill, blue",951 Fieldstone Court,"Larkin, Lowe and Morissette",55.3071219,82.7407627,6339,7180,Nulla nisl. Nunc nisl. Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.
535,2017-08-04 00:00:00,Z-16-194-0142,Aquamarine Common nighthawk,7 Northridge Plaza,Nicolas and Sons,51.7454,15.5984299,3230,181,Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est.
536,2018-05-05 00:00:00,L-44-575-0757,Purple Common wolf,2 Morning Park,"Ziemann, Gottlieb and Lockman",45.9015821,13.8803513,2018,5711,Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.
537,2018-07-30 00:00:00,D-13-842-0695,"Turquoise Swan, trumpeter",2 5th Circle,"Effertz, King and Denesik",11.4145346,124.8469591,7959,2444,Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
538,2019-01-22 00:00:00,J-20-589-7969,"Violet Bulbul, black-fronted",9 Canary Terrace,Larkin and Sons,51.2150482,19.5968399,7834,2671,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo. Pellentesque viverra pede ac diam.
539,2018-07-23 00:00:00,J-23-277-7219,Crimson Asiatic wild ass,6258 Vermont Plaza,Wehner and Sons,-13.316667,-75.783333,3657,2532,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
540,2017-10-20 00:00:00,S-07-807-5111,Pink Blue waxbill,5 Scoville Junction,Lueilwitz-Hickle,31.352859,118.432941,5359,4587,Pellentesque at nulla. Suspendisse potenti.
541,2017-06-30 00:00:00,V-35-322-8989,"Turquoise Skink, african",6 Northfield Road,Langosh Inc,51.3854243,20.9619096,6858,6369,Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
542,2017-07-25 00:00:00,N-58-390-6724,"Indigo Starfish, crown of thorns",51482 Grasskamp Street,Kulas Inc,-6.2624908,106.1713267,8175,8216,Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.
543,2019-02-07 00:00:00,X-19-559-5340,"Blue Hare, arctic",09513 Boyd Lane,"Streich, Harris and Bailey",39.70864,114.830895,5714,198,Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien varius ut blandit non interdum in ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
544,2019-01-29 00:00:00,X-36-582-3109,"Orange Cockatoo, red-tailed",19 Gulseth Alley,Jenkins Inc,48.689836,6.17445,2892,5661,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
545,2019-04-22 00:00:00,W-17-448-6675,Maroon Land iguana,155 Basil Circle,Bergnaum Group,-9.7918763,119.9393608,6407,7708,Aenean lectus. Pellentesque eget nunc.
546,2018-08-25 00:00:00,P-68-110-2095,"Khaki Whale, killer",63 Northview Lane,Wuckert-Boyer,51.2781356,17.9890591,1634,5528,Nam nulla. Integer pede justo lacinia eget tincidunt eget tempus vel pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus auctor sed tristique in tempus sit amet sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa. Donec dapibus.
547,2018-09-12 00:00:00,R-80-322-2206,Maroon Mourning collared dove,7 Walton Terrace,"Franecki, Reynolds and Cassin",8.2961481,35.5821994,2619,5297,Curabitur gravida nisi at nibh.
548,2019-06-12 00:00:00,F-17-693-2104,"Violet Ibis, sacred",6745 Mariners Cove Road,"Streich, Carroll and Bode",45.0463269,38.8000344,1465,5648,Etiam vel augue. Vestibulum rutrum rutrum neque.
549,2017-11-14 00:00:00,B-36-175-4595,Goldenrod Water moccasin,672 Russell Drive,"Hartmann, Bayer and Cummings",9.2610914,0.7770529,2731,6535,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
550,2018-06-07 00:00:00,O-60-546-1840,"Goldenrod Macaque, japanese",32 Briar Crest Court,Lang-Morissette,40.024391,127.9682453,1355,7974,Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
551,2019-01-17 00:00:00,A-05-267-3960,"Red Lizard, mexican beaded",35932 Sachtjen Park,"Wyman, Murazik and Walter",30.402167,112.899762,2945,7554,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede malesuada in imperdiet et commodo vulputate justo. In blandit ultrices enim. Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
552,2018-12-27 00:00:00,R-04-343-7994,Pink Blue wildebeest,18 Clarendon Hill,Walker LLC,46.22652,-63.21809,414,3291,Morbi porttitor lorem id ligula.
553,2019-03-27 00:00:00,A-86-960-4559,Green Arctic tern,979 Bobwhite Way,Sauer Group,59.3517412,24.6104962,622,5913,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
554,2018-01-05 00:00:00,X-72-649-1758,"Puce Owl, great horned",6 Derek Avenue,Hackett-Hintz,8.8910633,125.0326766,2722,992,Vestibulum quam sapien varius ut blandit non interdum in ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
555,2018-11-14 00:00:00,B-81-293-6733,Red Australian pelican,046 Transport Hill,"Schamberger, Pfannerstill and Kozey",31.62329,35.10446,3791,2135,Proin eu mi. Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque vestibulum eget vulputate ut ultrices vel augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
556,2018-10-11 00:00:00,O-36-429-6621,"Maroon Boar, wild",0267 Valley Edge Crossing,Rogahn-Roob,-7.4703872,110.9387418,6312,6144,Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
557,2018-08-25 00:00:00,W-95-628-5941,Purple Horned lark,73258 Packers Drive,"Heidenreich, Cormier and Marquardt",38.627867,114.506303,1010,749,Nullam varius.
558,2018-10-30 00:00:00,P-81-662-8815,Yellow Large-eared bushbaby,7318 Pepper Wood Lane,Kunde and Sons,12.261245,121.990929,2312,4462,Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
559,2018-10-28 00:00:00,N-60-002-0522,"Pink Fox, grey",60 Birchwood Lane,Prohaska LLC,52.55694,17.0351289,6782,5342,Morbi odio odio elementum eu interdum eu tincidunt in leo.
560,2018-12-06 00:00:00,B-37-647-9902,Khaki Japanese macaque,85 Sachs Street,Huels Group,8.4846735,123.8022922,1056,2008,Donec odio justo sollicitudin ut suscipit a feugiat et eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue.
561,2018-04-12 00:00:00,O-25-257-4927,Crimson Arboral spiny rat,384 Fuller Street,Schulist-Stehr,12.9653403,5.7418305,2200,8006,Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
562,2018-11-02 00:00:00,C-78-898-3034,"Orange Rhea, gray",7058 Express Avenue,Greenfelder-Lockman,30.592849,114.305539,684,7461,Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
563,2017-11-15 00:00:00,Q-32-854-7261,Mauv Onager,9406 Novick Terrace,Wolff-Jones,19.238934,108.957345,1343,4133,Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.
564,2018-02-16 00:00:00,I-31-680-1730,Puce White-winged tern,29541 Schlimgen Point,"Thompson, Leannon and Lindgren",5.9840985,116.0761121,273,6156,Morbi a ipsum.
